Exx_1,Eyy_1,Ezz_1,Exy_1,Eyz_1,Ezx_1,time,Exx_2,Eyy_2,Ezz_2,Exy_2,Eyz_2,Ezx_2,Exx_orig_1,Eyy_orig_1,Ezz_orig_1,Exy_orig_1,Eyz_orig_1,Ezx_orig_1,Exx_orig_2,Eyy_orig_2,Ezz_orig_2,Exy_orig_2,Eyz_orig_2,Ezx_orig_2,Exx_eng_1,Exx_eng_2,Eyy_eng_1,Eyy_eng_2,Ezz_eng_1,Ezz_eng_2,Exy_eng_1,Exy_eng_2,Eyz_eng_1,Eyz_eng_2,Ezx_eng_1,Ezx_eng_2
-0.3069390928313845,0.3069390928313845,0.0,0.10529923078074482,0.0,0.0,39.699936662824236,0.0016752931936920516,0.0016752931936918553,0.0,-0.5822131225891607,0.0,0.0,0.1052992307807449,-0.1052992307807449,0.0,0.3069390928313845,0.0,0.0,-0.5805378293954687,0.5838884157828527,0.0,0.0,0.0,0.0,0.11104301888977597,-0.4404026822708982,-0.09994484192046593,0.7929968105424601,0.0,0.0,0.3592581769837433,0.0,0.0,0.0,0.0,0.0
-0.30726800857408826,0.30726800857408826,0.0,0.10555523183997133,0.0,0.0,39.74994261368079,0.0016756294135357448,0.0016756294135355486,0.0,-0.5827704221684237,0.0,0.0,0.1055552318399714,-0.1055552318399714,0.0,0.30726800857408826,0.0,0.0,-0.5810947927548881,0.5844460515819594,0.0,0.0,0.0,0.0,0.1113274834895237,-0.4407142706931806,-0.10017522750356167,0.7939969285765962,0.0,0.0,0.35970533193067156,0.0,0.0,0.0,0.0,0.0
-0.30759652793745207,0.30759652793745207,0.0,0.1058113643014494,0.0,0.0,39.79992073629714,0.0016759652591295995,0.0016759652591294032,0.0,-0.5833271012734845,0.0,0.0,0.10581136430144943,-0.10581136430144943,0.0,0.30759652793745207,0.0,0.0,-0.581651136014355,0.585003066532614,0.0,0.0,0.0,0.0,0.11161216699016463,-0.4410253390003951,-0.10040567232398079,0.7949964900467392,0.0,0.0,0.36015209484179533,0.0,0.0,0.0,0.0,0.0
-0.3079252015649372,0.3079252015649372,0.0,0.10606805785063221,0.0,0.0,39.84995486307617,0.0016763013333264082,0.0016763013333262675,0.0,-0.5838840937120855,0.0,0.0,0.10606805785063227,-0.10606805785063227,0.0,0.3079252015649372,0.0,0.0,-0.5822077923787592,0.5855603950454118,0.0,0.0,0.0,0.0,0.11189754728869805,-0.44133640921534123,-0.10063656274946742,0.7959971715992926,0.0,0.0,0.3605992144389232,0.0,0.0,0.0,0.0,0.0
-0.3082534783511398,0.3082534783511398,0.0,0.10632488244772245,0.0,0.0,39.89996116126592,0.0016766370045261643,0.001676637004525968,0.0,-0.5844404663889002,0.0,0.0,0.10632488244772251,-0.10632488244772251,0.0,0.3082534783511398,0.0,0.0,-0.5827638293843742,0.5861171033934264,0.0,0.0,0.0,0.0,0.11218314660118045,-0.44164696049850316,-0.1008675117439164,0.7969972965808654,0.0,0.0,0.36104594089730035,0.0,0.0,0.0,0.0,0.0
-0.3085813587296764,0.30858135872967646,0.0,0.10658183769607696,0.0,0.0,39.94993967726743,0.0016769722691566296,0.0016769722691564334,0.0,-0.5849962206861384,0.0,0.0,0.10658183769607699,-0.10658183769607699,0.0,0.3085813587296764,0.0,0.0,-0.5833192484169819,0.586673192955295,0.0,0.0,0.0,0.0,0.11246896461747813,-0.44195699429625046,-0.10109851887522137,0.7979968659194794,0.0,0.0,0.3614922743235951,0.0,0.0,0.0,0.0,0.0
-0.30890939135137324,0.3089093913513732,0.0,0.10683935393810134,0.0,0.0,39.99997410375907,0.0016773077071995349,0.0016773077071993386,0.0,-0.5855522873197803,0.0,0.0,0.10683935393810137,-0.10683935393810137,0.0,0.3089093913513732,0.0,0.0,-0.5838749796125808,0.5872295950269797,0.0,0.0,0.0,0.0,0.11275548033425697,-0.4422670300467575,-0.1013299708039962,0.7989975534670555,0.0,0.0,0.3619389614637327,0.0,0.0,0.0,0.0,0.0
-0.30923702710436646,0.30923702710436646,0.0,0.10709700047587872,0.0,0.0,40.049980747715594,0.001677642881036558,0.0016776428810363225,0.0,-0.5861077361117756,0.0,0.0,0.10709700047587876,-0.10709700047587876,0.0,0.30923702710436646,0.0,0.0,-0.5844300932307391,0.587785378992812,0.0,0.0,0.0,0.0,0.11304221486765176,-0.4425765492965509,-0.101561480200545,0.7999976853647357,0.0,0.0,0.36238525446768266,0.0,0.0,0.0,0.0,0.0
-0.30956426642166446,0.30956426642166446,0.0,0.10735477691380697,0.0,0.0,40.09995965538469,0.0016779775893613598,0.0016779775893611634,0.0,-0.5866625686352105,0.0,0.0,0.10735477691380702,-0.10735477691380702,0.0,0.30956426642166446,0.0,0.0,-0.5849845910458492,0.5883405462245718,0.0,0.0,0.0,0.0,0.11332916790834147,-0.44288555370300553,-0.10179304663440891,0.8009972625374662,0.0,0.0,0.3628311534421105,0.0,0.0,0.0,0.0,0.0
-0.3098916559646527,0.3098916559646527,0.0,0.10761311424637467,0.0,0.0,40.1499943801842,0.0016783125153495447,0.001678312515349348,0.0,-0.587217712403765,0.0,0.0,0.1076131142463747,-0.1076131142463747,0.0,0.3098916559646526,0.0,0.0,-0.5855393998884155,0.5888960249191144,0.0,0.0,0.0,0.0,0.11361681954982772,-0.44319455999649415,-0.10202505705306841,0.8019979560519679,0.0,0.0,0.36327740315536494,0.0,0.0,0.0,0.0,0.0
-0.3102181030447488,0.3102181030447488,0.0,0.1078711495173946,0.0,0.0,40.19991790731918,0.0016786465350085427,0.0016786465350083625,0.0,-0.5877713152192137,0.0,0.0,0.10787114951739467,-0.10787114951739467,0.0,0.3102181030447488,0.0,0.0,-0.5860926686842052,0.589449961754222,0.0,0.0,0.0,0.0,0.11390420904439114,-0.4435025378666452,-0.10225673636883792,0.8029964256156175,0.0,0.0,0.3637225137315572,0.0,0.0,0.0,0.0,0.0
-0.3105452447955593,0.3105452447955593,0.0,0.10813017714736803,0.0,0.0,40.24998066598119,0.0016789812606939772,0.0016789812606937805,0.0,-0.588326154241069,0.0,0.0,0.10813017714736808,-0.10813017714736808,0.0,0.3105452447955593,0.0,0.0,-0.5866471729803752,0.5900051355017629,0.0,0.0,0.0,0.0,0.11419277838377995,-0.44381103256148446,-0.10248924656415848,0.8039976798073332,0.0,0.0,0.36416871728424516,0.0,0.0,0.0,0.0,0.0
-0.3108714449473567,0.3108714449473567,0.0,0.10838890192766404,0.0,0.0,40.299932319040444,0.0016793150418020586,0.001679315041801862,0.0,-0.5888794550734772,0.0,0.0,0.10838890192766412,-0.10838890192766412,0.0,0.3108714449473567,0.0,0.0,-0.5872001400316752,0.5905587701152791,0.0,0.0,0.0,0.0,0.1144810849599942,-0.4441185017167838,-0.10272142480022772,0.8049967118894299,0.0,0.0,0.36461378191302884,0.0,0.0,0.0,0.0,0.0
