time,COORDx_11,COORDx_12,COORDx_13,COORDx_14,COORDx_15,COORDx_16,COORDx_17,COORDx_18,COORDx_21,COORDx_22,COORDx_23,COORDx_24,COORDx_25,COORDx_26,COORDx_27,COORDx_28,COORDy_11,COORDy_12,COORDy_13,COORDy_14,COORDy_15,COORDy_16,COORDy_17,COORDy_18,COORDy_21,COORDy_22,COORDy_23,COORDy_24,COORDy_25,COORDy_26,COORDy_27,COORDy_28,COORDz_11,COORDz_12,COORDz_13,COORDz_14,COORDz_15,COORDz_16,COORDz_17,COORDz_18,COORDz_21,COORDz_22,COORDz_23,COORDz_24,COORDz_25,COORDz_26,COORDz_27,COORDz_28,Ux_11,Ux_12,Ux_13,Ux_14,Ux_15,Ux_16,Ux_17,Ux_18,Ux_21,Ux_22,Ux_23,Ux_24,Ux_25,Ux_26,Ux_27,Ux_28,Uy_11,Uy_12,Uy_13,Uy_14,Uy_15,Uy_16,Uy_17,Uy_18,Uy_21,Uy_22,Uy_23,Uy_24,Uy_25,Uy_26,Uy_27,Uy_28,Uz_11,Uz_12,Uz_13,Uz_14,Uz_15,Uz_16,Uz_17,Uz_18,Uz_21,Uz_22,Uz_23,Uz_24,Uz_25,Uz_26,Uz_27,Uz_28,cx_1,cy_1,cz_1,cx_2,cy_2,cz_2
0.0,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,4.5,5.5,5.5,4.5,4.5,5.5,5.5,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
0.0498600818915301,-0.5,0.5,0.5,-0.5,-0.4998612681140876,0.5001387318859124,0.5001387318859124,-0.4998612681140876,4.5,5.499928677184903,5.499928677184903,4.5,4.5,5.499928677184903,5.499928677184903,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5001664449741,0.5001664449741,0.5001664449741,0.5001664449741,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0001387318859123836,0.0001387318859123836,0.0001387318859123836,0.0001387318859123836,0.0,-7.132281509650649e-05,-7.132281509650649e-05,0.0,0.0,-7.132281509650649e-05,-7.132281509650649e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001664449741000403,0.0001664449741000403,0.0001664449741000403,0.0001664449741000403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.936594295620102e-05,0.0,0.0,4.999964338592452,8.322248704999147e-05,0.0
0.09986140447879485,-0.5,0.5,0.5,-0.5,-0.49916964342361114,0.5008303565763889,0.5008303565763889,-0.49916964342361114,4.5,5.49957334837575,5.49957334837575,4.5,4.5,5.49957334837575,5.49957334837575,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5009962286459374,0.5009962286459374,0.5009962286459374,0.5009962286459374,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0008303565763888481,0.0008303565763888481,0.0008303565763888481,0.0008303565763888481,0.0,-0.0004266516242495215,-0.0004266516242495215,0.0,0.0,-0.0004266516242495215,-0.0004266516242495215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009962286459374297,0.0009962286459374297,0.0009962286459374297,0.0009962286459374297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004151782881944288,0.0,0.0,4.999786674187876,0.0004981143229687152,0.0
0.1498589166072806,-0.5,0.5,0.5,-0.5,-0.4983361848964293,0.5016638151035707,0.5016638151035707,-0.4983361848964293,4.5,5.499012961131893,5.499012961131893,4.5,4.5,5.499012961131893,5.499012961131893,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5019961788885071,0.5019961788885071,0.5019961788885071,0.5019961788885071,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0016638151035707012,0.0016638151035707012,0.0016638151035707012,0.0016638151035707012,0.0,-0.0009870388681072473,-0.0009870388681072473,0.0,0.0,-0.0009870388681072473,-0.0009870388681072473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019961788885071393,0.0019961788885071393,0.0019961788885071393,0.0019961788885071393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008319075517853602,0.0,0.0,4.999506480565946,0.000998089444253572,0.0
0.1999914158334183,-0.5,0.5,0.5,-0.5,-0.4975004761343296,0.5024995238656704,0.5024995238656704,-0.4975004761343296,4.5,5.498142081597197,5.498142081597197,4.5,4.5,5.498142081597197,5.498142081597197,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5029988288730299,0.5029988288730299,0.5029988288730299,0.5029988288730299,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.002499523865670422,0.002499523865670422,0.002499523865670422,0.002499523865670422,0.0,-0.0018579184028026641,-0.0018579184028026641,0.0,0.0,-0.0018579184028026641,-0.0018579184028026641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029988288730298995,0.0029988288730298995,0.0029988288730298995,0.0029988288730298995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012497619328352139,0.0,0.0,4.999071040798599,0.0014994144365149814,0.0
0.24997767447455024,-0.5,0.5,0.5,-0.5,-0.4966672052027819,0.503332794797218,0.503332794797218,-0.4966672052027819,4.5,5.497236068607567,5.497236068607567,4.5,4.5,5.497236068607567,5.497236068607567,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5039985540458526,0.5039985540458526,0.5039985540458526,0.5039985540458526,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0033327947972180885,0.0033327947972180885,0.0033327947972180885,0.0033327947972180885,0.0,-0.002763931392432963,-0.002763931392432963,0.0,0.0,-0.002763931392432963,-0.002763931392432963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003998554045852534,0.003998554045852534,0.003998554045852534,0.003998554045852534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016663973986090416,0.0,0.0,4.998618034303783,0.0019992770229262796,0.0
0.299959071478753,-0.5,0.5,0.5,-0.5,-0.4958340153147219,0.5041659846852782,0.5041659846852782,-0.4958340153147219,4.5,5.496311429001642,5.496311429001642,4.5,4.5,5.496311429001642,5.496311429001642,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5049981819859366,0.5049981819859366,0.5049981819859366,0.5049981819859366,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.004165984685278149,0.004165984685278149,0.004165984685278149,0.004165984685278149,0.0,-0.0036885709983579154,-0.0036885709983579154,0.0,0.0,-0.0036885709983579154,-0.0036885709983579154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004998181985936585,0.004998181985936585,0.004998181985936585,0.004998181985936585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020829923426390826,0.0,0.0,4.998155714500821,0.0024990909929683003,0.0
0.3499448709613179,-0.5,0.5,0.5,-0.5,-0.4950007520373475,0.5049992479626525,0.5049992479626525,-0.4950007520373475,4.5,5.495375826973325,5.495375826973325,4.5,4.5,5.495375826973325,5.495375826973325,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5059978979755879,0.5059978979755879,0.5059978979755879,0.5059978979755879,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.004999247962652504,0.004999247962652504,0.004999247962652504,0.004999247962652504,0.0,-0.004624173026675405,-0.004624173026675405,0.0,0.0,-0.004624173026675405,-0.004624173026675405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005997897975587888,0.005997897975587888,0.005997897975587888,0.005997897975587888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002499623981326249,0.0,0.0,4.997687913486662,0.002998948987793959,0.0
0.39992516377849635,-0.5,0.5,0.5,-0.5,-0.4941675805560851,0.5058324194439149,0.5058324194439149,-0.4941675805560851,4.5,5.494434499492773,5.494434499492773,4.5,4.5,5.494434499492773,5.494434499492773,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5069975038319314,0.5069975038319314,0.5069975038319314,0.5069975038319314,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.005832419443914871,0.005832419443914871,0.005832419443914871,0.005832419443914871,0.0,-0.005565500507226354,-0.005565500507226354,0.0,0.0,-0.005565500507226354,-0.005565500507226354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006997503831931446,0.006997503831931446,0.006997503831931446,0.006997503831931446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002916209721957441,0.0,0.0,4.997217249746386,0.0034987519159657143,0.0
0.4499015293571742,-0.5,0.5,0.5,-0.5,-0.49333447454188856,0.5066655254581114,0.5066655254581114,-0.49333447454188856,4.5,5.493490019105497,5.493490019105497,4.5,4.5,5.493490019105497,5.493490019105497,4.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.507997031143505,0.507997031143505,0.507997031143505,0.507997031143505,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.006665525458111429,0.006665525458111429,0.006665525458111429,0.006665525458111429,0.0,-0.006509980894502926,-0.006509980894502926,0.0,0.0,-0.006509980894502926,-0.006509980894502926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00799703114350501,0.00799703114350501,0.00799703114350501,0.00799703114350501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033327627290557008,0.0,0.0,4.996745009552749,0.003998515571752528,0.0
